ОСЦ;Площадка;ФИО;Операции;Индекс;Вид_операций;Сектор_произ;Норматив, шт;ШК;Кол-во операций;Время по ШР;Выработка, %;Доля ручных операций в выработке, %;Дата;
ОСЦ Воронеж;Воронеж;a394c330-fc5d-4501-919a-953c907b909c;Сшив присутствовал внутри короба при проведении контроля полноты короба;BF 101 000 00 05;Ручные;СЛиУД;5437,5;-;309;-;5,68;100,0;12.03.2026;a394c330-fc5d-4501-919a-953c907b909c
ОСЦ Воронеж;Воронеж;d5d11dd3-a8b8-4b12-92cd-391290a78def;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;11;-;1,19;0,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ОСЦ Воронеж;Воронеж;d5d11dd3-a8b8-4b12-92cd-391290a78def;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;29;-;0,00;-;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ОСЦ Воронеж;Воронеж;d5d11dd3-a8b8-4b12-92cd-391290a78def;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;95;-;13,42;0,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ОСЦ Воронеж;Воронеж;d5d11dd3-a8b8-4b12-92cd-391290a78def;Подбор Сшивов на уничтожение по актам (Мезонин);PD 003 000 02 00;Автоматические;СЛиУД;1923,076923;-;29;-;1,51;0,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ОСЦ Воронеж;Воронеж;d5d11dd3-a8b8-4b12-92cd-391290a78def;Прием ТУ в АС ЦАРС;TU 010 000 00 00;Автоматические;СКД;60860,65574;-;5 341;-;8,78;0,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ОСЦ Воронеж;Воронеж;d5d11dd3-a8b8-4b12-92cd-391290a78def;Прием/отправка/сопровождение машин(уничтожение,НПФ)/перемещение сотрудника между площадками,в минутах;SL 080 000 00 00;Ручные;СЛиУД;495;-;120;-;24,24;100,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ОСЦ Воронеж;Воронеж;d5d11dd3-a8b8-4b12-92cd-391290a78def;Сортировка документов входящего потока;TU 020 000 00 00;Ручные;СКД;9434,561626;-;4 446;8:15:00;47,12;100,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ОСЦ Воронеж;Воронеж;d5d11dd3-a8b8-4b12-92cd-391290a78def;Сортировка СДД;SR 326 000 00 00;Ручные;СКД;1711,618257;-;127;-;7,42;100,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;169 Выполнена перерегистрация продуктового документа;PR 169 000 00 00;Автоматические;СКД;741,0179641;-;4;-;0,54;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;1;-;0,11;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Анализ и выборка документов,подлежащих хранению из коробов;AV 000 000 00 00;Ручные;СКД;218,329376;-;132;-;60,46;100,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;ДВА_Определение ОЕ;SR 332 000 00 00;Ручные;СКД;782,2170718;-;70;8:15:00;8,95;100,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;ДВА_Регистрация в АС ЦАРС документов завершенного делопроизводства;RG 0011 000 00 01;Автоматические;СКД;414,7755045;-;70;-;16,88;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Опись некорректна оформлена,поскольку все вложенные документы относятся к другому договору;SR 0101 000 00 01;Автоматические;СКД;2828,571429;-;8;-;0,28;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;1720,941013;-;2;-;0,12;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Регистрация по БП 01 (VSP/Опись);RG 0001 001 02 02;Автоматические;СКД;2657,004831;ВСП;1;-;0,04;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Регистрация по БП 03 (VRUK);RG 0001 003 00 03;Автоматические;СКД;312,6315789;ВРУК;4;-;1,28;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Регистрация по БП 03 (VSP/Опись);RG 0001 003 02 02;Автоматические;СКД;2680,74736;ВСП;4;-;0,15;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Регистрация по БП 13 (VRUK);RG 0001 013 00 03;Автоматические;СКД;318,3279743;ВРУК;2;-;0,63;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Регистрация по БП 13 (VSP/Опись);RG 0001 013 02 02;Автоматические;СКД;2909,767806;ВСП;4;-;0,14;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Регистрация по БП 265 (VRUK);RG 0001 265 00 03;Автоматические;СКД;336,4485981;ВРУК;23;-;6,84;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Регистрация по БП 273 (VRUK);RG 0001 273 00 03;Автоматические;СКД;371,25;ВРУК;1;-;0,27;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Регистрация по БП 273 (VSP/Опись);RG 0001 273 02 02;Автоматические;СКД;2575,218937;ВСП;1;-;0,04;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Регистрация FB;BX 0085 000 00 01;Автоматические;СКД;1720,941013;-;5;-;0,29;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Сопровождение наемного персонала/перемещение коробов/палет в минутах;SR 046 000 00 00;Ручные;СКД;495;-;30;-;6,06;100,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ОСЦ Воронеж;Воронеж;c9145fa7-a8ec-4f89-b8a7-8c55decccf93;Прием документов от ГОСБ/курьера;SR 319 000 00 00;Ручные;СКД;303,4079765;-;140;-;46,14;100,0;12.03.2026;c9145fa7-a8ec-4f89-b8a7-8c55decccf93
ОСЦ Воронеж;Воронеж;c9145fa7-a8ec-4f89-b8a7-8c55decccf93;Прием ТУ в АС ЦАРС;TU 010 000 00 00;Автоматические;СКД;60860,65574;-;3 411;-;5,60;0,0;12.03.2026;c9145fa7-a8ec-4f89-b8a7-8c55decccf93
ОСЦ Воронеж;Воронеж;c9145fa7-a8ec-4f89-b8a7-8c55decccf93;Сопровождение наемного персонала/перемещение коробов/палет в минутах;SR 046 000 00 00;Ручные;СКД;495;-;130;-;26,26;100,0;12.03.2026;c9145fa7-a8ec-4f89-b8a7-8c55decccf93
ОСЦ Воронеж;Воронеж;c9145fa7-a8ec-4f89-b8a7-8c55decccf93;Сортировка документов входящего потока;TU 020 000 00 00;Ручные;СКД;9434,561626;-;3 276;8:15:00;34,72;100,0;12.03.2026;c9145fa7-a8ec-4f89-b8a7-8c55decccf93
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;169 Выполнена перерегистрация продуктового документа;PR 169 000 00 00;Автоматические;СКД;741,0179641;-;2;-;0,27;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;10;-;1,08;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Документ/Опись/Сшив перемаркирован;CP 0047 000 00 01;Автоматические;СЛиУД;2475;-;2;-;0,08;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Опись некорректна оформлена,поскольку все вложенные документы относятся к другому договору;SR 0101 000 00 01;Автоматические;СКД;2828,571429;-;17;-;0,60;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Отмена регистрации Документа/Описи/Сшива;SR 0088 000 00 01;Автоматические;СКД;3117,128463;-;2;-;0,06;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;126;-;17,80;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Поиск дополнительных реквизитов для регистрации в АС ЦАРС при некорректной передачи документов по БП;SR 321 000 00 00;Ручные;СКД;370,7818879;-;105;8:15:00;28,32;100,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;1720,941013;-;2;-;0,12;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация клиентских документов (REG/Опись);RG 0002 000 02 01;Автоматические;СКД;706,5876811;Рег.;14;-;1,98;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация клиентских документов (VSP/Опись);RG 0002 000 02 02;Автоматические;СКД;5689,655172;ВСП;476;-;8,37;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 01 (REG);RG 0001 001 00 01;Автоматические;СКД;1650;Рег.;1;-;0,06;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 01 (VRUK);RG 0001 001 00 03;Автоматические;СКД;362,195122;ВРУК;1;-;0,28;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 01 (VSP/Опись);RG 0001 001 02 02;Автоматические;СКД;2657,004831;ВСП;3;-;0,11;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 03 (VRUK);RG 0001 003 00 03;Автоматические;СКД;312,6315789;ВРУК;5;-;1,60;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 03 (VSP/Опись);RG 0001 003 02 02;Автоматические;СКД;2680,74736;ВСП;2;-;0,07;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 10 (REG);RG 0001 010 00 01;Автоматические;СКД;1628,914605;Рег.;17;-;1,04;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 13 (REG);RG 0001 013 00 01;Автоматические;СКД;1650;Рег.;3;-;0,18;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 13 (VRUK);RG 0001 013 00 03;Автоматические;СКД;318,3279743;ВРУК;2;-;0,63;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 13 (VSP/Опись);RG 0001 013 02 02;Автоматические;СКД;2909,767806;ВСП;6;-;0,21;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 265 (VRUK);RG 0001 265 00 03;Автоматические;СКД;336,4485981;ВРУК;48;-;14,27;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 273 (VSP/Опись);RG 0001 273 02 02;Автоматические;СКД;2575,218937;ВСП;1;-;0,04;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация по БП 319 (VSP/Однолистный документ);RG 0001 319 01 02;Автоматические;СКД;4876,046626;ВСП;7;-;0,14;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Регистрация FB;BX 0085 000 00 01;Автоматические;СКД;1720,941013;-;5;-;0,29;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Сортировка СДД;SR 326 000 00 00;Ручные;СКД;1711,618257;-;356;-;20,80;100,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ОСЦ Воронеж;Воронеж;3fdf125e-e8de-40e5-8cd1-e265efc46711;ДВА_Работа по обращениям ССП/ВСП в ЕСО;SR 202 000 00 00;Ручные;СКД;89,72809668;-;77;-;85,81;100,0;12.03.2026;3fdf125e-e8de-40e5-8cd1-e265efc46711
ОСЦ Воронеж;Воронеж;3fdf125e-e8de-40e5-8cd1-e265efc46711;"Обработка обращения ""Передача документов для организации их физического уничтожения""";KS 028 000 00 00;Автоматические;СПАС;325,3012048;-;21;-;6,46;0,0;12.03.2026;3fdf125e-e8de-40e5-8cd1-e265efc46711
ОСЦ Воронеж;Воронеж;3fdf125e-e8de-40e5-8cd1-e265efc46711;Проект_Коммуникации по телефону;SR 328 000 00 00;Ручные;СКД;97,93350414;-;10;8:15:00;10,21;100,0;12.03.2026;3fdf125e-e8de-40e5-8cd1-e265efc46711
ОСЦ Воронеж;Воронеж;3fdf125e-e8de-40e5-8cd1-e265efc46711;Проект_Коммуникации по Outlook;SR 327 000 00 00;Ручные;СКД;155,1724138;-;19;-;12,24;100,0;12.03.2026;3fdf125e-e8de-40e5-8cd1-e265efc46711
ОСЦ Воронеж;Воронеж;3121ee98-8fcf-43a0-b0b4-d9a362ec8a20;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;11;-;1,19;0,0;12.03.2026;3121ee98-8fcf-43a0-b0b4-d9a362ec8a20
ОСЦ Воронеж;Воронеж;3121ee98-8fcf-43a0-b0b4-d9a362ec8a20;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;171;-;24,16;0,0;12.03.2026;3121ee98-8fcf-43a0-b0b4-d9a362ec8a20
ОСЦ Воронеж;Воронеж;3121ee98-8fcf-43a0-b0b4-d9a362ec8a20;Прием ТУ в АС ЦАРС;TU 010 000 00 00;Автоматические;СКД;60860,65574;-;2 362;-;3,88;0,0;12.03.2026;3121ee98-8fcf-43a0-b0b4-d9a362ec8a20
ОСЦ Воронеж;Воронеж;3121ee98-8fcf-43a0-b0b4-d9a362ec8a20;Прохождение дистанционного обучения,пожарная тревога(учения по охране труда и пожарной безопасности);SL 057 000 00 00;Ручные;СЛиУД;495;-;80;-;16,16;100,0;12.03.2026;3121ee98-8fcf-43a0-b0b4-d9a362ec8a20
