;ОСЦ;Площадка;ФИО;Операции;Индекс;Вид_операций;Сектор_произ;Норматив, шт;ШК;Кол-во операций;Время по ШР;Выработка, %;Доля ручных операций в выработке, %;Дата
114;ОСЦ Воронеж;Воронеж;5044d13b-0b12-49c3-9174-37ac64430fff;Регистрация по БП 01 (VSP/Опись);RG 0001 001 02 02;Автоматические;СКД;2657,004831;ВСП;1;-;0,037636364;0;2026-03-12 00:00:00
115;ОСЦ Воронеж;Воронеж;5044d13b-0b12-49c3-9174-37ac64430fff;Регистрация по БП 03 (VRUK);RG 0001 003 00 03;Автоматические;СКД;312,6315789;ВРУК;4;-;1,279461279;0;2026-03-12 00:00:00
116;ОСЦ Воронеж;Воронеж;5044d13b-0b12-49c3-9174-37ac64430fff;Регистрация по БП 03 (VSP/Опись);RG 0001 003 02 02;Автоматические;СКД;2680,74736;ВСП;4;-;0,149212121;0;2026-03-12 00:00:00
117;ОСЦ Воронеж;Воронеж;5044d13b-0b12-49c3-9174-37ac64430fff;Регистрация по БП 13 (VRUK);RG 0001 013 00 03;Автоматические;СКД;318,3279743;ВРУК;2;-;0,628282828;0;2026-03-12 00:00:00
118;ОСЦ Воронеж;Воронеж;5044d13b-0b12-49c3-9174-37ac64430fff;Регистрация по БП 13 (VSP/Опись);RG 0001 013 02 02;Автоматические;СКД;2909,767806;ВСП;4;-;0,137468013;0;2026-03-12 00:00:00
119;ОСЦ Воронеж;Воронеж;5044d13b-0b12-49c3-9174-37ac64430fff;Регистрация по БП 265 (VRUK);RG 0001 265 00 03;Автоматические;СКД;336,4485981;ВРУК;23;-;6,836111111;0;2026-03-12 00:00:00
120;ОСЦ Воронеж;Воронеж;5044d13b-0b12-49c3-9174-37ac64430fff;Регистрация по БП 273 (VRUK);RG 0001 273 00 03;Автоматические;СКД;371,25;ВРУК;1;-;0,269360269;0;2026-03-12 00:00:00
121;ОСЦ Воронеж;Воронеж;5044d13b-0b12-49c3-9174-37ac64430fff;Регистрация по БП 273 (VSP/Опись);RG 0001 273 02 02;Автоматические;СКД;2575,218937;ВСП;1;-;0,03883165;0;2026-03-12 00:00:00
122;ОСЦ Воронеж;Воронеж;5044d13b-0b12-49c3-9174-37ac64430fff;Регистрация FB;BX 0085 000 00 01;Автоматические;СКД;1720,941013;-;5;-;0,290538721;0;2026-03-12 00:00:00
123;ОСЦ Воронеж;Воронеж;5044d13b-0b12-49c3-9174-37ac64430fff;Сопровождение наемного персонала/перемещение коробов/палет в минутах;SR 046 000 00 00;Ручные;СКД;495;-;30;-;6,060606061;100;2026-03-12 00:00:00
124;ОСЦ Воронеж;Воронеж;e37bf9ad-fe50-47b3-8b5c-ed5ad7ec2de2;Прием документов от ГОСБ/курьера;SR 319 000 00 00;Ручные;СКД;303,4079765;-;140;-;46,14249158;100;2026-03-12 00:00:00
125;ОСЦ Воронеж;Воронеж;e37bf9ad-fe50-47b3-8b5c-ed5ad7ec2de2;Прием ТУ в АС ЦАРС;TU 010 000 00 00;Автоматические;СКД;60860,65574;-;3411;-;5,604606061;0;2026-03-12 00:00:00
126;ОСЦ Воронеж;Воронеж;e37bf9ad-fe50-47b3-8b5c-ed5ad7ec2de2;Сопровождение наемного персонала/перемещение коробов/палет в минутах;SR 046 000 00 00;Ручные;СКД;495;-;130;-;26,26262626;100;2026-03-12 00:00:00
127;ОСЦ Воронеж;Воронеж;e37bf9ad-fe50-47b3-8b5c-ed5ad7ec2de2;Сортировка документов входящего потока;TU 020 000 00 00;Ручные;СКД;9434,561626;-;3276;08:15:00;34,72339394;100;2026-03-12 00:00:00
128;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;169 Выполнена перерегистрация продуктового документа;PR 169 000 00 00;Автоматические;СКД;741,0179641;-;2;-;0,26989899;0;2026-03-12 00:00:00
129;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;10;-;1,077441077;0;2026-03-12 00:00:00
130;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Документ/Опись/Сшив перемаркирован;CP 0047 000 00 01;Автоматические;СЛиУД;2475;-;2;-;0,080808081;0;2026-03-12 00:00:00
131;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Опись некорректна оформлена,поскольку все вложенные документы относятся к другому договору;SR 0101 000 00 01;Автоматические;СКД;2828,571429;-;17;-;0,601010101;0;2026-03-12 00:00:00
132;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Отмена регистрации Документа/Описи/Сшива;SR 0088 000 00 01;Автоматические;СКД;3117,128463;-;2;-;0,064161616;0;2026-03-12 00:00:00
133;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;126;-;17,80121212;0;2026-03-12 00:00:00
134;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Поиск дополнительных реквизитов для регистрации в АС ЦАРС при некорректной передачи документов по БП;SR 321 000 00 00;Ручные;СКД;370,7818879;-;105;08:15:00;28,31853535;100;2026-03-12 00:00:00
135;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;1720,941013;-;2;-;0,116215488;0;2026-03-12 00:00:00
136;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация клиентских документов (REG/Опись);RG 0002 000 02 01;Автоматические;СКД;706,5876811;Рег.;14;-;1,981353535;0;2026-03-12 00:00:00
137;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация клиентских документов (VSP/Опись);RG 0002 000 02 02;Автоматические;СКД;5689,655172;ВСП;476;-;8,366060606;0;2026-03-12 00:00:00
138;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 01 (REG);RG 0001 001 00 01;Автоматические;СКД;1650;Рег.;1;-;0,060606061;0;2026-03-12 00:00:00
139;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 01 (VRUK);RG 0001 001 00 03;Автоматические;СКД;362,195122;ВРУК;1;-;0,276094276;0;2026-03-12 00:00:00
140;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 01 (VSP/Опись);RG 0001 001 02 02;Автоматические;СКД;2657,004831;ВСП;3;-;0,112909091;0;2026-03-12 00:00:00
141;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 03 (VRUK);RG 0001 003 00 03;Автоматические;СКД;312,6315789;ВРУК;5;-;1,599326599;0;2026-03-12 00:00:00
142;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 03 (VSP/Опись);RG 0001 003 02 02;Автоматические;СКД;2680,74736;ВСП;2;-;0,074606061;0;2026-03-12 00:00:00
143;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 10 (REG);RG 0001 010 00 01;Автоматические;СКД;1628,914605;Рег.;17;-;1,043639731;0;2026-03-12 00:00:00
144;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 13 (REG);RG 0001 013 00 01;Автоматические;СКД;1650;Рег.;3;-;0,181818182;0;2026-03-12 00:00:00
145;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 13 (VRUK);RG 0001 013 00 03;Автоматические;СКД;318,3279743;ВРУК;2;-;0,628282828;0;2026-03-12 00:00:00
146;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 13 (VSP/Опись);RG 0001 013 02 02;Автоматические;СКД;2909,767806;ВСП;6;-;0,20620202;0;2026-03-12 00:00:00
147;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 265 (VRUK);RG 0001 265 00 03;Автоматические;СКД;336,4485981;ВРУК;48;-;14,26666667;0;2026-03-12 00:00:00
148;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 273 (VSP/Опись);RG 0001 273 02 02;Автоматические;СКД;2575,218937;ВСП;1;-;0,03883165;0;2026-03-12 00:00:00
149;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация по БП 319 (VSP/Однолистный документ);RG 0001 319 01 02;Автоматические;СКД;4876,046626;ВСП;7;-;0,143558923;0;2026-03-12 00:00:00
150;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Регистрация FB;BX 0085 000 00 01;Автоматические;СКД;1720,941013;-;5;-;0,290538721;0;2026-03-12 00:00:00
151;ОСЦ Воронеж;Воронеж;daaa791a-2964-44e2-9034-05ec1532dd7b;Сортировка СДД;SR 326 000 00 00;Ручные;СКД;1711,618257;-;356;-;20,7990303;100;2026-03-12 00:00:00
152;ОСЦ Воронеж;Воронеж;e97022ac-ea13-434a-b712-595ffe4a7de6;ДВА_Работа по обращениям ССП/ВСП в ЕСО;SR 202 000 00 00;Ручные;СКД;89,72809668;-;77;-;85,81481481;100;2026-03-12 00:00:00
153;ОСЦ Воронеж;Воронеж;e97022ac-ea13-434a-b712-595ffe4a7de6;"Обработка обращения ""Передача документов для организации их физического уничтожения""";KS 028 000 00 00;Автоматические;СПАС;325,3012048;-;21;-;6,455555556;0;2026-03-12 00:00:00
154;ОСЦ Воронеж;Воронеж;e97022ac-ea13-434a-b712-595ffe4a7de6;Проект_Коммуникации по телефону;SR 328 000 00 00;Ручные;СКД;97,93350414;-;10;08:15:00;10,2110101;100;2026-03-12 00:00:00
155;ОСЦ Воронеж;Воронеж;e97022ac-ea13-434a-b712-595ffe4a7de6;Проект_Коммуникации по Outlook;SR 327 000 00 00;Ручные;СКД;155,1724138;-;19;-;12,24444444;100;2026-03-12 00:00:00
156;ОСЦ Воронеж;Воронеж;63493034-1ef0-4679-9aac-8daeffe10d4f;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;11;-;1,185185185;0;2026-03-12 00:00:00
157;ОСЦ Воронеж;Воронеж;63493034-1ef0-4679-9aac-8daeffe10d4f;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;171;-;24,15878788;0;2026-03-12 00:00:00
158;ОСЦ Воронеж;Воронеж;63493034-1ef0-4679-9aac-8daeffe10d4f;Прием ТУ в АС ЦАРС;TU 010 000 00 00;Автоматические;СКД;60860,65574;-;2362;-;3,880996633;0;2026-03-12 00:00:00
159;ОСЦ Воронеж;Воронеж;63493034-1ef0-4679-9aac-8daeffe10d4f;Прохождение дистанционного обучения,пожарная тревога(учения по охране труда и пожарной безопасности);SL 057 000 00 00;Ручные;СЛиУД;495;-;80;-;16,16161616;100;2026-03-12 00:00:00
160;ОСЦ Воронеж;Воронеж;63493034-1ef0-4679-9aac-8daeffe10d4f;Сопровождение наемного персонала/перемещение коробов/палет в минутах;SR 046 000 00 00;Ручные;СКД;495;-;70;-;14,14141414;100;2026-03-12 00:00:00
161;ОСЦ Воронеж;Воронеж;63493034-1ef0-4679-9aac-8daeffe10d4f;Сортировка документов входящего потока;TU 020 000 00 00;Ручные;СКД;9434,561626;-;1573;08:15:00;16,67274074;100;2026-03-12 00:00:00
162;ОСЦ Воронеж;Воронеж;63493034-1ef0-4679-9aac-8daeffe10d4f;Сортировка СДД;SR 326 000 00 00;Ручные;СКД;1711,618257;-;250;-;14,60606061;100;2026-03-12 00:00:00
163;ОСЦ Воронеж;Воронеж;f4c3dbf8-ef15-4a13-8a34-3a392efac31b;Прохождение дистанционного обучения,пожарная тревога(учения по охране труда и пожарной безопасности);SL 057 000 00 00;Ручные;СЛиУД;495;-;495;08:15:00;100;100;2026-03-12 00:00:00
164;ОСЦ Воронеж;Воронеж;32e5992e-6ec2-4ed0-8fac-e807a7154b81;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;22;-;2,37037037;0;2026-03-12 00:00:00
165;ОСЦ Воронеж;Воронеж;32e5992e-6ec2-4ed0-8fac-e807a7154b81;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;10;-;1,447811448;0;2026-03-12 00:00:00
166;ОСЦ Воронеж;Воронеж;32e5992e-6ec2-4ed0-8fac-e807a7154b81;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;4697,137435;-;312;-;6,642343434;0;2026-03-12 00:00:00
167;ОСЦ Воронеж;Воронеж;32e5992e-6ec2-4ed0-8fac-e807a7154b81;Занесение в таблицу соответствий ШК АК и ОСГ(пломба);SL 113 000 00 00;Ручные;СЛиУД;645,6521739;-;11;-;1,703703704;100;2026-03-12 00:00:00
168;ОСЦ Воронеж;Воронеж;32e5992e-6ec2-4ed0-8fac-e807a7154b81;Перемаркировка ЕХ ист.фонда ДВА;CP 0047 000 00 02;Автоматические;СКД;469,7880418;-;301;-;64,07144781;0;2026-03-12 00:00:00
169;ОСЦ Воронеж;Воронеж;32e5992e-6ec2-4ed0-8fac-e807a7154b81;Поиск документа(все виды документов)в АК по заявке в АС ЦАРC,в том числе сшивы ДД;SZ 060 000 00 01;Ручные;СИД;123,75;-;31;08:15:00;25,05050505;100;2026-03-12 00:00:00
170;ОСЦ Воронеж;Воронеж;3800ce13-d6fd-4660-814f-6abe78b6b861;ДВА_Определение ОЕ;SR 332 000 00 00;Ручные;СКД;782,2170718;-;250;08:15:00;31,96043771;100;2026-03-12 00:00:00
171;ОСЦ Воронеж;Воронеж;3800ce13-d6fd-4660-814f-6abe78b6b861;ДВА_Регистрация в АС ЦАРС документов завершенного делопроизводства;RG 0011 000 00 01;Автоматические;СКД;414,7755045;-;250;-;60,27356902;0;2026-03-12 00:00:00
