ÎÑÖ;Ïëîùàäêà;ÔÈÎ;Îïåðàöèè;Èíäåêñ;Âèä_îïåðàöèé;Ñåêòîð_ïðîèç;Íîðìàòèâ, øò;ØÊ;Êîë-âî îïåðàöèé;Âðåìÿ ïî ØÐ;Âûðàáîòêà, %;Äîëÿ ðó÷íûõ îïåðàöèé â âûðàáîòêå, %;Äàòà;
ÎÑÖ Âîðîíåæ;Âîðîíåæ;1ab4d251-ecd7-42c1-b4bc-2c2de8ae8a84;Ñêàíèðîâàíèå îáùèì òîìîì;SC 000 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;5818,965517;-;87;-;1,50;0,0;12.03.2026;1ab4d251-ecd7-42c1-b4bc-2c2de8ae8a84
ÎÑÖ Âîðîíåæ;Âîðîíåæ;1ab4d251-ecd7-42c1-b4bc-2c2de8ae8a84;Ñêàíèðîâàíèå ñêåëåòîí;SC 000 000 00 02;Àâòîìàòè÷åñêèå;ÑÈÄ;3397,003317;-;7;-;0,21;0,0;12.03.2026;1ab4d251-ecd7-42c1-b4bc-2c2de8ae8a84
ÎÑÖ Âîðîíåæ;Âîðîíåæ;1ab4d251-ecd7-42c1-b4bc-2c2de8ae8a84;Ñîçäàíèå çàÿâîê â ÀÑ ÖÀÐÑ;PS 000 000 00 03;Àâòîìàòè÷åñêèå;ÑÈÄ;857,5883576;-;7;-;0,82;0,0;12.03.2026;1ab4d251-ecd7-42c1-b4bc-2c2de8ae8a84
ÎÑÖ Âîðîíåæ;Âîðîíåæ;5349b3e4-8029-408f-87c9-bf2c773a818d;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;928,125;-;23;-;2,48;0,0;12.03.2026;5349b3e4-8029-408f-87c9-bf2c773a818d
ÎÑÖ Âîðîíåæ;Âîðîíåæ;5349b3e4-8029-408f-87c9-bf2c773a818d;Ïîäáîð äîêóìåíòîâ çàâåðøåííîãî äåëîïðîèçâîäñòâà áåç ØÊ íà óíè÷òîæåíèå ïî àêòó (Ìåçîíèí);PD 009 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;707,8169685;-;710;-;100,31;0,0;12.03.2026;5349b3e4-8029-408f-87c9-bf2c773a818d
ÎÑÖ Âîðîíåæ;Âîðîíåæ;5349b3e4-8029-408f-87c9-bf2c773a818d;Ðåãèñòðàöèÿ ÀÊ;BX 0077 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1720,941013;-;2;-;0,12;0,0;12.03.2026;5349b3e4-8029-408f-87c9-bf2c773a818d
ÎÑÖ Âîðîíåæ;Âîðîíåæ;5349b3e4-8029-408f-87c9-bf2c773a818d;Ðåãèñòðàöèÿ FB;BX 0085 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1720,941013;-;3;-;0,17;0,0;12.03.2026;5349b3e4-8029-408f-87c9-bf2c773a818d
ÎÑÖ Âîðîíåæ;Âîðîíåæ;5349b3e4-8029-408f-87c9-bf2c773a818d;Ñîðòèðîâêà ÑÄÄ;SR 326 000 00 00;Ðó÷íûå;ÑÊÄ;1711,618257;-;153;8:15:00;8,94;100,0;12.03.2026;5349b3e4-8029-408f-87c9-bf2c773a818d
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;169 Âûïîëíåíà ïåðåðåãèñòðàöèÿ ïðîäóêòîâîãî äîêóìåíòà;PR 169 000 00 00;Àâòîìàòè÷åñêèå;ÑÊÄ;741,0179641;-;2;-;0,27;0,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Îïèñü íåêîððåêòíà îôîðìëåíà,ïîñêîëüêó âñå âëîæåííûå äîêóìåíòû îòíîñÿòñÿ ê äðóãîìó äîãîâîðó;SR 0101 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;2828,571429;-;8;-;0,28;0,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ïîèñê äîïîëíèòåëüíûõ ðåêâèçèòîâ äëÿ ðåãèñòðàöèè â ÀÑ ÖÀÐÑ ïðè íåêîððåêòíîé ïåðåäà÷è äîêóìåíòîâ ïî ÁÏ;SR 321 000 00 00;Ðó÷íûå;ÑÊÄ;370,7818879;-;100;-;26,97;100,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ïðèåì äîêóìåíòîâ îò ÃÎÑÁ/êóðüåðà;SR 319 000 00 00;Ðó÷íûå;ÑÊÄ;303,4079765;-;76;-;25,05;100,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ïðèåì ÒÓ â ÀÑ ÖÀÐÑ;TU 010 000 00 00;Àâòîìàòè÷åñêèå;ÑÊÄ;60860,65574;-;7 167;-;11,78;0,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ðåãèñòðàöèÿ ÁÏ 239 (VSP/Îäíîëèñòíûé äîêóìåíò);RG 0001 239 01 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2029,65899;ÂÑÏ;52;-;2,56;0,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ðåãèñòðàöèÿ ÁÏ 239 (VSP/Îïèñü);RG 0001 239 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;1100;ÂÑÏ;4;-;0,36;0,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ðåãèñòðàöèÿ ïî ÁÏ 07 (REG);RG 0001 007 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;781,5789474;Ðåã.;2;-;0,26;0,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ðåãèñòðàöèÿ ïî ÁÏ 07 (VSP);RG 0001 007 00 02;Àâòîìàòè÷åñêèå;ÑÊÄ;825;ÂÑÏ;31;-;3,76;0,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ðåãèñòðàöèÿ ïî ÁÏ 323 (REG/Îäíîëèñòíûé äîêóìåíò);RG 0001 323 01 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1789,156627;-;4;-;0,22;0,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ðåãèñòðàöèÿ ïî ÁÏ 323 (VSP/Îäíîëèñòíûé äîêóìåíò);RG 0001 323 01 02;Àâòîìàòè÷åñêèå;ÑÊÄ;3368,110683;ÂÑÏ;171;-;5,08;0,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ðåãèñòðàöèÿ ïî ÁÏ 323 (VSP/Îïèñü);RG 0001 323 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2034,246575;ÂÑÏ;2;-;0,10;0,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ñîïðîâîæäåíèå íàåìíîãî ïåðñîíàëà/ïåðåìåùåíèå êîðîáîâ/ïàëåò â ìèíóòàõ;SR 046 000 00 00;Ðó÷íûå;ÑÊÄ;495;-;60;-;12,12;100,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;2e86db6e-9e61-438b-9098-813aca417a4e;Ñîðòèðîâêà äîêóìåíòîâ âõîäÿùåãî ïîòîêà;TU 020 000 00 00;Ðó÷íûå;ÑÊÄ;9434,561626;-;2 167;8:15:00;22,97;100,0;12.03.2026;2e86db6e-9e61-438b-9098-813aca417a4e
ÎÑÖ Âîðîíåæ;Âîðîíåæ;a394c330-fc5d-4501-919a-953c907b909c;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;815,625;-;15;-;1,84;0,0;12.03.2026;a394c330-fc5d-4501-919a-953c907b909c
ÎÑÖ Âîðîíåæ;Âîðîíåæ;a394c330-fc5d-4501-919a-953c907b909c;Äîêóìåíò/Îïèñü/Ñøèâ ïðèñóòñòâîâàë âíóòðè êîðîáà ïðè ïðîâåäåíèè êîíòðîëÿ ïîëíîòû êîðîáà;BF 0038 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;0;-;309;-;0,00;-;12.03.2026;a394c330-fc5d-4501-919a-953c907b909c
ÎÑÖ Âîðîíåæ;Âîðîíåæ;a394c330-fc5d-4501-919a-953c907b909c;Ïîäáîð äîêóìåíòîâ çàâåðøåííîãî äåëîïðîèçâîäñòâà áåç ØÊ íà óíè÷òîæåíèå ïî àêòó (Ìåçîíèí);PD 009 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;622,0209724;-;226;-;36,33;0,0;12.03.2026;a394c330-fc5d-4501-919a-953c907b909c
ÎÑÖ Âîðîíåæ;Âîðîíåæ;a394c330-fc5d-4501-919a-953c907b909c;Ñâåðêà ñòðîê ðàáî÷åãî Àêòà ñ Ïåðå÷íåì 1350-4;SS 000 000 00 00;Ðó÷íûå;ÑÊÄ;260,5154413;-;215;-;82,53;100,0;12.03.2026;a394c330-fc5d-4501-919a-953c907b909c
ÎÑÖ Âîðîíåæ;Âîðîíåæ;a394c330-fc5d-4501-919a-953c907b909c;Ñîðòèðîâêà ÑÄÄ;SR 326 000 00 00;Ðó÷íûå;ÑÊÄ;1504,149378;-;249;7:15:00;16,55;100,0;12.03.2026;a394c330-fc5d-4501-919a-953c907b909c
ÎÑÖ Âîðîíåæ;Âîðîíåæ;a394c330-fc5d-4501-919a-953c907b909c;Ñøèâ ïðèñóòñòâîâàë âíóòðè êîðîáà ïðè ïðîâåäåíèè êîíòðîëÿ ïîëíîòû êîðîáà;BF 101 000 00 05;Ðó÷íûå;ÑËèÓÄ;5437,5;-;309;-;5,68;100,0;12.03.2026;a394c330-fc5d-4501-919a-953c907b909c
ÎÑÖ Âîðîíåæ;Âîðîíåæ;d5d11dd3-a8b8-4b12-92cd-391290a78def;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;928,125;-;11;-;1,19;0,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ÎÑÖ Âîðîíåæ;Âîðîíåæ;d5d11dd3-a8b8-4b12-92cd-391290a78def;Äîêóìåíò âêëþ÷åí â TD-ðååñòð íà óíè÷òîæåíèå;TD 193 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;0;-;29;-;0,00;-;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ÎÑÖ Âîðîíåæ;Âîðîíåæ;d5d11dd3-a8b8-4b12-92cd-391290a78def;Ïîäáîð äîêóìåíòîâ çàâåðøåííîãî äåëîïðîèçâîäñòâà áåç ØÊ íà óíè÷òîæåíèå ïî àêòó (Ìåçîíèí);PD 009 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;707,8169685;-;95;-;13,42;0,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ÎÑÖ Âîðîíåæ;Âîðîíåæ;d5d11dd3-a8b8-4b12-92cd-391290a78def;Ïîäáîð Ñøèâîâ íà óíè÷òîæåíèå ïî àêòàì (Ìåçîíèí);PD 003 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;1923,076923;-;29;-;1,51;0,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ÎÑÖ Âîðîíåæ;Âîðîíåæ;d5d11dd3-a8b8-4b12-92cd-391290a78def;Ïðèåì ÒÓ â ÀÑ ÖÀÐÑ;TU 010 000 00 00;Àâòîìàòè÷åñêèå;ÑÊÄ;60860,65574;-;5 341;-;8,78;0,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ÎÑÖ Âîðîíåæ;Âîðîíåæ;d5d11dd3-a8b8-4b12-92cd-391290a78def;Ïðèåì/îòïðàâêà/ñîïðîâîæäåíèå ìàøèí(óíè÷òîæåíèå,ÍÏÔ)/ïåðåìåùåíèå ñîòðóäíèêà ìåæäó ïëîùàäêàìè,â ìèíóòàõ;SL 080 000 00 00;Ðó÷íûå;ÑËèÓÄ;495;-;120;-;24,24;100,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ÎÑÖ Âîðîíåæ;Âîðîíåæ;d5d11dd3-a8b8-4b12-92cd-391290a78def;Ñîðòèðîâêà äîêóìåíòîâ âõîäÿùåãî ïîòîêà;TU 020 000 00 00;Ðó÷íûå;ÑÊÄ;9434,561626;-;4 446;8:15:00;47,12;100,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ÎÑÖ Âîðîíåæ;Âîðîíåæ;d5d11dd3-a8b8-4b12-92cd-391290a78def;Ñîðòèðîâêà ÑÄÄ;SR 326 000 00 00;Ðó÷íûå;ÑÊÄ;1711,618257;-;127;-;7,42;100,0;12.03.2026;d5d11dd3-a8b8-4b12-92cd-391290a78def
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;169 Âûïîëíåíà ïåðåðåãèñòðàöèÿ ïðîäóêòîâîãî äîêóìåíòà;PR 169 000 00 00;Àâòîìàòè÷åñêèå;ÑÊÄ;741,0179641;-;4;-;0,54;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;928,125;-;1;-;0,11;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Àíàëèç è âûáîðêà äîêóìåíòîâ,ïîäëåæàùèõ õðàíåíèþ èç êîðîáîâ;AV 000 000 00 00;Ðó÷íûå;ÑÊÄ;218,329376;-;132;-;60,46;100,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;ÄÂÀ_Îïðåäåëåíèå ÎÅ;SR 332 000 00 00;Ðó÷íûå;ÑÊÄ;782,2170718;-;70;8:15:00;8,95;100,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;ÄÂÀ_Ðåãèñòðàöèÿ â ÀÑ ÖÀÐÑ äîêóìåíòîâ çàâåðøåííîãî äåëîïðîèçâîäñòâà;RG 0011 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;414,7755045;-;70;-;16,88;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Îïèñü íåêîððåêòíà îôîðìëåíà,ïîñêîëüêó âñå âëîæåííûå äîêóìåíòû îòíîñÿòñÿ ê äðóãîìó äîãîâîðó;SR 0101 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;2828,571429;-;8;-;0,28;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Ðåãèñòðàöèÿ ÀÊ;BX 0077 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1720,941013;-;2;-;0,12;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Ðåãèñòðàöèÿ ïî ÁÏ 01 (VSP/Îïèñü);RG 0001 001 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2657,004831;ÂÑÏ;1;-;0,04;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Ðåãèñòðàöèÿ ïî ÁÏ 03 (VRUK);RG 0001 003 00 03;Àâòîìàòè÷åñêèå;ÑÊÄ;312,6315789;ÂÐÓÊ;4;-;1,28;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Ðåãèñòðàöèÿ ïî ÁÏ 03 (VSP/Îïèñü);RG 0001 003 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2680,74736;ÂÑÏ;4;-;0,15;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Ðåãèñòðàöèÿ ïî ÁÏ 13 (VRUK);RG 0001 013 00 03;Àâòîìàòè÷åñêèå;ÑÊÄ;318,3279743;ÂÐÓÊ;2;-;0,63;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Ðåãèñòðàöèÿ ïî ÁÏ 13 (VSP/Îïèñü);RG 0001 013 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2909,767806;ÂÑÏ;4;-;0,14;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Ðåãèñòðàöèÿ ïî ÁÏ 265 (VRUK);RG 0001 265 00 03;Àâòîìàòè÷åñêèå;ÑÊÄ;336,4485981;ÂÐÓÊ;23;-;6,84;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Ðåãèñòðàöèÿ ïî ÁÏ 273 (VRUK);RG 0001 273 00 03;Àâòîìàòè÷åñêèå;ÑÊÄ;371,25;ÂÐÓÊ;1;-;0,27;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Ðåãèñòðàöèÿ ïî ÁÏ 273 (VSP/Îïèñü);RG 0001 273 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2575,218937;ÂÑÏ;1;-;0,04;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Ðåãèñòðàöèÿ FB;BX 0085 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1720,941013;-;5;-;0,29;0,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15;Ñîïðîâîæäåíèå íàåìíîãî ïåðñîíàëà/ïåðåìåùåíèå êîðîáîâ/ïàëåò â ìèíóòàõ;SR 046 000 00 00;Ðó÷íûå;ÑÊÄ;495;-;30;-;6,06;100,0;12.03.2026;4ef7d1ed-e15a-4a58-ba8a-1df9e6d3aa15
ÎÑÖ Âîðîíåæ;Âîðîíåæ;c9145fa7-a8ec-4f89-b8a7-8c55decccf93;Ïðèåì äîêóìåíòîâ îò ÃÎÑÁ/êóðüåðà;SR 319 000 00 00;Ðó÷íûå;ÑÊÄ;303,4079765;-;140;-;46,14;100,0;12.03.2026;c9145fa7-a8ec-4f89-b8a7-8c55decccf93
ÎÑÖ Âîðîíåæ;Âîðîíåæ;c9145fa7-a8ec-4f89-b8a7-8c55decccf93;Ïðèåì ÒÓ â ÀÑ ÖÀÐÑ;TU 010 000 00 00;Àâòîìàòè÷åñêèå;ÑÊÄ;60860,65574;-;3 411;-;5,60;0,0;12.03.2026;c9145fa7-a8ec-4f89-b8a7-8c55decccf93
ÎÑÖ Âîðîíåæ;Âîðîíåæ;c9145fa7-a8ec-4f89-b8a7-8c55decccf93;Ñîïðîâîæäåíèå íàåìíîãî ïåðñîíàëà/ïåðåìåùåíèå êîðîáîâ/ïàëåò â ìèíóòàõ;SR 046 000 00 00;Ðó÷íûå;ÑÊÄ;495;-;130;-;26,26;100,0;12.03.2026;c9145fa7-a8ec-4f89-b8a7-8c55decccf93
ÎÑÖ Âîðîíåæ;Âîðîíåæ;c9145fa7-a8ec-4f89-b8a7-8c55decccf93;Ñîðòèðîâêà äîêóìåíòîâ âõîäÿùåãî ïîòîêà;TU 020 000 00 00;Ðó÷íûå;ÑÊÄ;9434,561626;-;3 276;8:15:00;34,72;100,0;12.03.2026;c9145fa7-a8ec-4f89-b8a7-8c55decccf93
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;169 Âûïîëíåíà ïåðåðåãèñòðàöèÿ ïðîäóêòîâîãî äîêóìåíòà;PR 169 000 00 00;Àâòîìàòè÷åñêèå;ÑÊÄ;741,0179641;-;2;-;0,27;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;928,125;-;10;-;1,08;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Äîêóìåíò/Îïèñü/Ñøèâ ïåðåìàðêèðîâàí;CP 0047 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;2475;-;2;-;0,08;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Îïèñü íåêîððåêòíà îôîðìëåíà,ïîñêîëüêó âñå âëîæåííûå äîêóìåíòû îòíîñÿòñÿ ê äðóãîìó äîãîâîðó;SR 0101 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;2828,571429;-;17;-;0,60;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Îòìåíà ðåãèñòðàöèè Äîêóìåíòà/Îïèñè/Ñøèâà;SR 0088 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;3117,128463;-;2;-;0,06;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Ïîäáîð äîêóìåíòîâ çàâåðøåííîãî äåëîïðîèçâîäñòâà áåç ØÊ íà óíè÷òîæåíèå ïî àêòó (Ìåçîíèí);PD 009 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;707,8169685;-;126;-;17,80;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Ïîèñê äîïîëíèòåëüíûõ ðåêâèçèòîâ äëÿ ðåãèñòðàöèè â ÀÑ ÖÀÐÑ ïðè íåêîððåêòíîé ïåðåäà÷è äîêóìåíòîâ ïî ÁÏ;SR 321 000 00 00;Ðó÷íûå;ÑÊÄ;370,7818879;-;105;8:15:00;28,32;100,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Ðåãèñòðàöèÿ ÀÊ;BX 0077 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1720,941013;-;2;-;0,12;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Ðåãèñòðàöèÿ êëèåíòñêèõ äîêóìåíòîâ (REG/Îïèñü);RG 0002 000 02 01;Àâòîìàòè÷åñêèå;ÑÊÄ;706,5876811;Ðåã.;14;-;1,98;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Ðåãèñòðàöèÿ êëèåíòñêèõ äîêóìåíòîâ (VSP/Îïèñü);RG 0002 000 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;5689,655172;ÂÑÏ;476;-;8,37;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Ðåãèñòðàöèÿ ïî ÁÏ 01 (REG);RG 0001 001 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1650;Ðåã.;1;-;0,06;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
ÎÑÖ Âîðîíåæ;Âîðîíåæ;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd;Ðåãèñòðàöèÿ ïî ÁÏ 01 (VRUK);RG 0001 001 00 03;Àâòîìàòè÷åñêèå;ÑÊÄ;362,195122;ÂÐÓÊ;1;-;0,28;0,0;12.03.2026;ad9d1810-84c1-4f3a-96e1-7ebbd32101cd
